,Chiral_indice_n,Chiracl_indice_m,Initial_atomic_coordinate_u,Initial_atomic_coordinate_v,Initial_atomic_coordinate_w,Calculated_atomic_coordinate_u,Calculated_atomic_coordiante_v,Calculated_atomic_coordinate_w
574,5,2,187033,222542,26578,175776,212839,26424
575,5,2,23963,562823,937,233582,56548,1174
576,5,2,207252,507963,52219,19996,508269,52158
577,5,2,300532,641627,90681,295534,645899,90956
578,5,2,258408,58973,141963,251935,591484,141967
579,5,2,616055,837302,116322,62016,847847,116409
580,5,2,562823,823192,167604,565441,832521,167437
581,5,2,689857,842035,206065,697666,854216,206176
582,5,2,641627,841096,257347,646547,852653,257122
583,5,2,842677,676395,231706,853659,68182,231918
584,5,2,837302,721248,282988,847932,728745,282902
585,5,2,437177,176808,937,434559,167479,77
586,5,2,310143,157965,39399,302334,145784,3951
587,5,2,358373,158904,90681,353453,147347,90456
588,5,2,157323,323605,6504,146341,31818,65251
589,5,2,162698,278752,116322,152068,271255,116236
590,5,2,165883,399052,154783,154989,395334,15494
591,5,2,157965,347821,206065,146049,342194,205936
592,5,2,373025,712201,180424,370413,718346,180515
593,5,2,323605,666281,231706,318799,671125,231453
594,5,2,452898,770442,270168,45224,777837,270228
595,5,2,399052,733169,32145,39672,74002,321294
596,5,2,752625,826891,295809,76054,836801,295984
597,5,2,712201,839176,347091,718752,84995,346972
598,5,2,800711,792748,385552,80951,800935,385643
599,5,2,770442,817544,436834,777756,826235,436581
600,5,2,842035,652179,39399,853951,657807,3927
601,5,2,626975,287799,13758,629587,281655,13848
602,5,2,676395,333719,6504,681201,328875,64787
603,5,2,547102,229558,103501,54776,222163,103562
604,5,2,600948,266831,154783,60328,25998,154627
605,5,2,247375,173109,129142,23946,163199,129317
606,5,2,287799,160824,180424,281248,15005,180306
607,5,2,199289,207252,218886,19049,199065,218976
608,5,2,229558,182456,270168,222244,173765,269914
609,5,2,193861,480367,244527,184634,480065,244572
610,5,2,173109,425734,295809,164454,424181,29558
611,5,2,23963,562823,33427,233582,56548,334508
612,5,2,207252,507963,385552,19996,508269,385491
613,5,2,535508,812967,359911,537723,824081,360124
614,5,2,480367,786506,411193,480085,796017,411097
615,5,2,616055,837302,449655,62016,847847,449743
616,5,2,562823,823192,500937,565441,832521,50077
617,5,2,831322,741592,475296,840186,747541,475465
618,5,2,812967,777458,526578,824224,787161,526424
619,5,2,842677,676395,56504,853659,68182,565251
620,5,2,837302,721248,616322,847932,728745,616236
621,5,2,806139,519633,7786,815366,519936,77905
622,5,2,826891,574266,129142,835546,57582,128913
623,5,2,76037,437177,167604,766418,43452,167841
624,5,2,792748,492037,218886,80004,491731,218825
625,5,2,464492,187033,193245,462277,175919,193457
626,5,2,519633,213494,244527,519915,203983,24443
627,5,2,383945,162698,282988,37984,152153,283076
628,5,2,437177,176808,33427,434559,167479,334104
629,5,2,168678,258408,308629,159814,252459,308798
630,5,2,187033,222542,359911,175776,212839,359757
631,5,2,157323,323605,398373,146341,31818,398585
632,5,2,162698,278752,449655,152068,271255,449569
633,5,2,300532,641627,424014,295534,645899,42429
634,5,2,258408,58973,475296,251936,591484,475301
635,5,2,373025,712201,513758,370413,718346,513848
636,5,2,323605,666281,56504,318799,671125,564787
637,5,2,689857,842035,539399,697666,854216,53951
638,5,2,641627,841096,590681,646547,852653,590456
639,5,2,752625,826891,629142,76054,836801,629317
640,5,2,712201,839176,680424,718752,84995,680306
641,5,2,699468,358373,257347,704466,354101,257623
642,5,2,741592,41027,308629,748064,408516,308634
643,5,2,626975,287799,347091,629587,281654,347181
644,5,2,676395,333719,398373,681201,328875,39812
645,5,2,310143,157965,372732,302334,145784,372843
646,5,2,358373,158904,424014,353453,147347,423789
647,5,2,247375,173109,462475,23946,163199,46265
648,5,2,287799,160824,513758,281248,15005,513639
649,5,2,165883,399052,488116,154989,395334,488273
650,5,2,157965,347821,539399,146049,342193,53927
651,5,2,193861,480367,57786,184633,480065,577905
652,5,2,173109,425734,629142,164454,424181,628913
653,5,2,452898,770442,603501,45224,777837,603562
654,5,2,399052,733169,654783,39672,74002,654627
655,5,2,535508,812967,693245,537723,824081,693457
656,5,2,480367,786506,744527,480085,796017,74443
657,5,2,800711,792748,718886,80951,800935,718976
658,5,2,770442,817544,770168,777756,826235,769914
659,5,2,831322,741592,808629,840186,747541,808798
660,5,2,812967,777458,859911,824224,787161,859757
661,5,2,834117,600948,32145,845011,604666,321607
662,5,2,842035,652179,372732,853951,657807,372603
663,5,2,806139,519633,411193,815366,519935,411238
664,5,2,826891,574266,462475,835546,575819,462247
665,5,2,547102,229558,436834,54776,222163,436895
666,5,2,600948,266831,488116,60328,259979,487961
667,5,2,464492,187033,526578,462277,175919,52679
668,5,2,519633,213494,57786,519915,203983,577763
669,5,2,199289,207252,552219,19049,199065,55231
670,5,2,229558,182456,603501,222244,173765,603247
671,5,2,168678,258408,641963,159814,252459,642132
672,5,2,187033,222542,693245,175776,212839,69309
673,5,2,23963,562823,667604,233582,56548,667841
674,5,2,207252,507963,718886,19996,508269,718825
675,5,2,300532,641627,757347,295534,645899,757623
676,5,2,258408,58973,808629,251935,591484,808634
677,5,2,616055,837302,782988,62016,847847,783076
678,5,2,562823,823192,83427,565441,832521,834104
679,5,2,689857,842035,872732,697666,854216,872843
680,5,2,641627,841096,924014,646547,852653,923789
681,5,2,842677,676395,898373,853659,68182,898585
682,5,2,837302,721248,949655,847932,728745,949569
683,5,2,76037,437177,500937,766418,43452,501175
684,5,2,792748,492037,552219,80004,491731,552158
685,5,2,699468,358373,590681,704466,354101,590956
686,5,2,741592,41027,641963,748065,408516,641967
687,5,2,383945,162698,616322,37984,152153,616409
688,5,2,437177,176808,667604,434559,167479,667437
689,5,2,310143,157965,706065,302334,145784,706176
690,5,2,358373,158904,757347,353453,147347,757122
691,5,2,157323,323605,731706,146341,31818,731918
692,5,2,162698,278752,782988,152068,271255,782903
693,5,2,165883,399052,82145,154989,395334,821607
694,5,2,157965,347821,872732,146049,342193,872603
695,5,2,373025,712201,847091,370413,718345,847181
696,5,2,323605,666281,898373,318799,671125,89812
697,5,2,452898,770442,936834,45224,777837,936895
698,5,2,399052,733169,988116,39672,74002,987961
699,5,2,752625,826891,962475,76054,836801,96265
700,5,2,834117,600948,654783,845011,604666,65494
701,5,2,842035,652179,706065,853951,657806,705936
702,5,2,626975,287799,680424,629587,281654,680515
703,5,2,676395,333719,731706,681201,328875,731453
704,5,2,547102,229558,770168,54776,222163,770228
705,5,2,600948,266831,82145,60328,259979,821294
706,5,2,247375,173109,795809,23946,163199,795984
707,5,2,287799,160824,847091,281248,15005,846972
708,5,2,199289,207252,885552,19049,199065,885643
709,5,2,229558,182456,936834,222244,173765,936581
710,5,2,193861,480367,911193,184634,480064,911238
711,5,2,173109,425734,962475,164454,42418,962246
712,5,2,806139,519633,744527,815366,519935,744572
713,5,2,826891,574266,795809,835546,575819,79558
714,5,2,76037,437177,83427,766418,43452,834508
715,5,2,792748,492037,885552,80004,491731,885491
716,5,2,464492,187033,859911,462277,175919,860124
717,5,2,519633,213494,911193,519915,203983,911097
718,5,2,383945,162698,949655,37984,152153,949743
719,5,2,168678,258408,975296,159814,252459,975465
720,5,2,699468,358373,924014,704466,354101,92429
721,5,2,741592,41027,975296,748064,408516,975301
722,5,2,834117,600948,988116,845011,604666,988273
723,5,3,745844,848817,488,747443,852801,5256
724,5,3,586209,844408,11682,583652,847026,11987
725,5,3,518112,819075,559,513321,822432,55959
726,5,3,815513,805055,42295,819448,80849,42778
727,5,3,777181,835405,86512,779151,839232,86656
728,5,3,834672,778484,123927,838386,779714,123877
729,5,3,803967,816486,168145,80677,819557,167775
730,5,3,247173,593624,25288,235562,592888,25299
731,5,3,340115,69788,62703,330625,701113,62835
732,5,3,281739,6371,106921,270569,639055,107042
733,5,3,629992,854279,93315,628325,858747,93469
734,5,3,563741,837339,137533,561644,843906,137579
735,5,3,67164,858332,174948,674467,866416,174847
736,5,3,608323,850063,219165,609959,857869,21905
737,5,3,848337,74734,20556,850308,746842,205154
738,5,3,825762,79237,249778,83019,79563,24912
739,5,3,856281,712135,287193,862314,714275,286693
740,5,3,842208,763453,33141,852908,770483,330782
741,5,3,196033,183514,1478,184563,174851,1605
742,5,3,237949,157185,45696,23067,149585,45614
743,5,3,155026,411791,32091,141327,407148,32333
744,5,3,142785,347007,76308,131391,341856,76555
745,5,3,170303,456942,113723,159543,454383,114092
746,5,3,1495,389714,157941,142237,384757,158072
747,5,3,382451,734474,144336,375958,739033,144621
748,5,3,319889,678325,188553,313834,680204,188838
749,5,3,426717,767217,225968,424923,770459,226276
750,5,3,360997,716622,270186,358998,716223,270428
751,5,3,71047,856501,25658,716745,866048,256251
752,5,3,651126,857039,300798,65777,86756,300478
753,5,3,745844,848817,338213,757878,860819,337773
754,5,3,691448,858152,382431,703355,87066,381993
755,5,3,853034,730211,413043,869237,739914,412807
756,5,3,858064,693188,494676,873975,701585,494722
757,5,3,504861,192043,15084,501583,182655,14438
758,5,3,391677,149937,52499,386221,138962,52291
759,5,3,458989,171117,96716,45589,157284,96293
760,5,3,174238,20763,83111,167407,202196,83363
761,5,3,208828,173384,127329,203588,164831,127158
762,5,3,157792,236547,164744,152099,229172,164836
763,5,3,184487,194945,208961,176994,183417,208865
764,5,3,190993,502799,195356,183696,50002,195776
765,5,3,16197,434231,239574,155003,428304,23968
766,5,3,216758,548611,276989,212741,544588,277389
767,5,3,179991,479829,321206,175198,473981,321378
768,5,3,472186,795573,307601,474377,798074,307652
769,5,3,404387,751362,351819,405921,752213,351718
770,5,3,518112,819075,389233,52409,823734,388879
771,5,3,449347,781974,433451,454037,786092,432891
772,5,3,777181,835405,419846,791642,847444,419731
773,5,3,728627,853385,464063,740035,86447,463857
774,5,3,803967,816486,501478,815437,825149,501605
775,5,3,762051,842815,545696,76933,850415,545614
776,5,3,858376,673447,35492,864812,675224,35781
777,5,3,680111,321675,21887,680919,314689,21414
778,5,3,736029,3844,66104,739342,376554,65671
779,5,3,639003,283378,103519,6405,270333,103237
780,5,3,699596,341963,147737,702274,330205,147491
781,5,3,348874,142961,134131,343503,1291,13397
782,5,3,413791,155592,178349,408811,13914,178247
783,5,3,308552,141848,215764,30012,124489,215868
784,5,3,370008,145721,259982,363046,127891,260147
785,5,3,146966,269789,246376,137806,259346,24644
786,5,3,165328,221516,290594,154359,207453,290573
787,5,3,141936,306812,328009,130547,295342,328255
788,5,3,151663,25266,372227,139557,240127,372508
789,5,3,247173,593624,358621,245488,591728,358771
790,5,3,203266,525758,402839,200548,52281,40282
791,5,3,281739,6371,440254,283362,638442,439919
792,5,3,231413,571264,484472,229697,573004,484135
793,5,3,563741,837339,470866,570388,845854,470558
794,5,3,495139,807957,515084,498417,817345,514438
795,5,3,608323,850063,552499,613778,861038,552291
796,5,3,541011,828883,596716,54411,842716,596293
797,5,3,825762,79237,583111,832593,797804,583363
798,5,3,791172,826616,627329,796412,835169,627158
799,5,3,842208,763453,664744,847901,770828,664836
800,5,3,815513,805055,708961,823006,816583,708865
801,5,3,83803,565769,72907,843068,562315,72879
802,5,3,854586,631911,117125,857283,628441,117048
803,5,3,820009,520171,15454,821657,513439,15446
804,5,3,844974,588209,198757,845996,583755,198431
805,5,3,595613,248638,185152,594743,234408,185179
806,5,3,659885,30212,22937,659293,290758,229435
807,5,3,550653,218026,266785,547799,205061,267191
808,5,3,617549,265526,311002,617603,258174,311231
809,5,3,271373,146615,297397,261447,129621,297673
810,5,3,32836,141668,341614,321225,126959,341911
811,5,3,237949,157185,379029,229501,144569,379529
812,5,3,28953,143499,423247,285045,134388,423684
813,5,3,142785,347007,409642,131849,339396,409966
814,5,3,143719,287865,453859,133693,280445,454197
815,5,3,1495,389714,491274,143703,388154,491499
816,5,3,141624,326553,535492,135188,324776,535781
817,5,3,319889,678325,521887,319081,685311,521414
818,5,3,263971,6156,566104,260657,623446,565671
819,5,3,360997,716622,603519,3595,729667,603237
820,5,3,300404,658037,647737,297725,669795,647491
821,5,3,651126,857039,634131,656497,8709,63397
822,5,3,586209,844408,678349,591189,86086,678247
823,5,3,691448,858152,715764,69988,875511,715868
824,5,3,629992,854279,759982,636954,872109,760147
825,5,3,853034,730211,746376,862194,740654,74644
826,5,3,834672,778484,790594,845641,792547,790573
827,5,3,858064,693188,828009,869453,704658,828255
828,5,3,848337,74734,872227,860443,759874,872508
829,5,3,796734,474242,236172,795602,467665,236177
830,5,3,829697,543058,28039,830921,540408,28002
831,5,3,768587,428736,317805,77026,425723,317938
832,5,3,809007,497201,362023,815945,498145,361785
833,5,3,504861,192043,348417,502857,183106,348852
834,5,3,573283,232783,392635,57467,229741,392733
835,5,3,458989,171117,43005,45964,168065,430504
836,5,3,527814,204427,474268,532693,204704,474297
837,5,3,208828,173384,460662,203019,165989,461258
838,5,3,254156,151183,50488,252557,147199,505256
839,5,3,184487,194945,542295,180552,19151,542778
840,5,3,222819,164595,586512,220849,160768,586656
841,5,3,16197,434231,572907,156933,437685,572879
842,5,3,145414,368089,617125,142717,371559,617048
843,5,3,179991,479829,65454,178343,486561,65446
844,5,3,155026,411791,698757,154004,416245,698431
845,5,3,404387,751362,685152,405257,765592,685179
846,5,3,340115,69788,72937,340707,709242,729435
847,5,3,449347,781974,766785,452201,794939,767191
848,5,3,382451,734474,811002,382397,741826,811231
849,5,3,728627,853385,797397,738553,870379,797673
850,5,3,67164,858332,841614,678775,873041,841911
851,5,3,762051,842815,879029,770499,855431,879529
852,5,3,71047,856501,923247,714956,865612,923684
853,5,3,856281,712135,953859,866307,719555,954197
854,5,3,858376,673447,368825,871275,679633,368558
855,5,3,736029,3844,399438,741142,38345,399487
856,5,3,783242,451389,443655,794478,453787,443453
857,5,3,699596,341963,48107,708901,342196,481082
858,5,3,752827,406376,525288,764438,407112,525299
859,5,3,413791,155592,511682,416348,152974,511987
860,5,3,481888,180925,5559,486679,177568,555959
861,5,3,370008,145721,593315,371675,141253,593469
862,5,3,436259,162661,637533,438356,156094,637579
863,5,3,165328,221516,623927,161614,220286,623877
864,5,3,196033,183514,668145,19323,180443,667775
865,5,3,151663,25266,70556,149692,253158,705154
866,5,3,174238,20763,749778,16981,20437,74912
867,5,3,203266,525758,736172,204398,532335,736177
868,5,3,170303,456942,78039,169078,459592,78002
869,5,3,231413,571264,817805,22974,574277,817938
870,5,3,190993,502799,862023,184055,501855,861785
871,5,3,495139,807957,848417,497143,816894,848852
872,5,3,426717,767217,892635,42533,770259,892733
873,5,3,541011,828883,93005,54036,831935,930504
874,5,3,472186,795573,974268,467307,795296,974297
875,5,3,791172,826616,960662,796981,834011,961258
876,5,3,854586,631911,450458,871548,63881,450476
877,5,3,844974,588209,532091,858673,592852,532333
878,5,3,857215,652993,576308,868609,658144,576556
879,5,3,659885,30212,562703,669375,298887,562835
880,5,3,718261,3629,606921,729431,360945,607042
881,5,3,617549,265526,644336,624042,260967,644621
882,5,3,680111,321675,688553,686166,319796,688838
883,5,3,32836,141668,674948,325533,133584,674847
884,5,3,391677,149937,719165,390041,142131,71905
885,5,3,28953,143499,75658,283255,133952,756251
886,5,3,348874,142961,800798,34223,13244,800478
887,5,3,143719,287865,787193,137686,285725,786693
888,5,3,157792,236547,83141,147092,229517,830782
889,5,3,141624,326553,868825,128725,320367,868558
890,5,3,146966,269789,913043,130763,260086,912807
891,5,3,263971,6156,899438,258858,61655,899487
892,5,3,216758,548611,943655,205522,546213,943453
893,5,3,300404,658037,98107,291099,657804,981082
894,5,3,829697,543058,613723,840457,545617,614092
895,5,3,8505,610286,657941,857763,615243,658072
896,5,3,809007,497201,695356,816304,49998,695776
897,5,3,83803,565769,739574,844997,571696,73968
898,5,3,573283,232783,725968,575077,229541,726276
899,5,3,639003,283378,770186,641002,283777,770428
900,5,3,527814,204427,807601,525623,201926,807652
901,5,3,595613,248638,851819,594079,247788,851718
902,5,3,254156,151183,838213,242122,139181,837773
903,5,3,308552,141848,882431,296645,12934,881993
904,5,3,222819,164595,919846,208358,152556,919731
905,5,3,271373,146615,964063,259965,13553,963857
906,5,3,145414,368089,950458,128452,36119,950476
907,5,3,141936,306812,994676,126025,298415,994722
908,5,3,783242,451389,776989,787259,455412,777389
909,5,3,820009,520171,821206,824802,526019,821378
910,5,3,752827,406376,858621,754512,408272,858771
911,5,3,796734,474242,902839,799452,47719,90282
912,5,3,481888,180925,889233,47591,176266,888879
913,5,3,550653,218026,933451,545963,213908,932891
914,5,3,436259,162661,970866,429612,154146,970558
